circuit_id,num_qubits,depth,depth_multiplier,entanglement,noise_type,error_rate,observable_name,x_noisy,x_ideal
2,4,2,1,linear,amplitude_damping,0.01,Z3,-0.344242677,-0.357152107
2,4,2,1,linear,amplitude_damping,0.01,Z0Z1,0.319392603,0.322174861
2,4,2,1,linear,amplitude_damping,0.01,Z1Z2,0.877130714,0.890156874
2,4,2,1,linear,amplitude_damping,0.01,Z2Z3,-0.122222637,-0.120997056
2,4,2,1,linear,amplitude_damping,0.1,Z0,0.200727766,0.089489588
2,4,2,1,linear,amplitude_damping,0.1,Z1,0.372851655,0.243480029
2,4,2,1,linear,amplitude_damping,0.1,Z2,0.369188076,0.240344776
2,4,2,1,linear,amplitude_damping,0.1,Z3,-0.227455914,-0.357152107
2,4,2,1,linear,amplitude_damping,0.1,Z0Z1,0.309566449,0.322174861
2,4,2,1,linear,amplitude_damping,0.1,Z1Z2,0.782608375,0.890156874
2,4,2,1,linear,amplitude_damping,0.1,Z2Z3,-0.115550815,-0.120997056
2,4,2,1,linear,depolarizing,0.001,Z0,0.086398367,0.089489588
2,4,2,1,linear,depolarizing,0.001,Z1,0.235304851,0.243480029
2,4,2,1,linear,depolarizing,0.001,Z2,0.234855936,0.240344776
2,4,2,1,linear,depolarizing,0.001,Z3,-0.352873778,-0.357152107
2,4,2,1,linear,depolarizing,0.001,Z0Z1,0.317974442,0.322174861
2,4,2,1,linear,depolarizing,0.001,Z1Z2,0.869429242,0.890156874
2,4,2,1,linear,depolarizing,0.001,Z2Z3,-0.118233803,-0.120997056
2,4,2,1,linear,depolarizing,0.01,Z0,0.062040603,0.089489588
2,4,2,1,linear,depolarizing,0.01,Z1,0.170502853,0.243480029
2,4,2,1,linear,depolarizing,0.01,Z2,0.1888971,0.240344776
2,4,2,1,linear,depolarizing,0.01,Z3,-0.315040302,-0.357152107
2,4,2,1,linear,depolarizing,0.01,Z0Z1,0.281156547,0.322174861
2,4,2,1,linear,depolarizing,0.01,Z1Z2,0.696430532,0.890156874
2,4,2,1,linear,depolarizing,0.01,Z2Z3,-0.095096691,-0.120997056
2,4,2,1,linear,depolarizing,0.1,Z0,0.018125048,0.089489588
2,4,2,1,linear,depolarizing,0.1,Z1,0.054793306,0.243480029
2,4,2,1,linear,depolarizing,0.1,Z2,0.085853557,0.240344776
2,4,2,1,linear,depolarizing,0.1,Z3,-0.202505244,-0.357152107
2,4,2,1,linear,depolarizing,0.1,Z0Z1,0.164074528,0.322174861
2,4,2,1,linear,depolarizing,0.1,Z1Z2,0.313064825,0.890156874
2,4,2,1,linear,depolarizing,0.1,Z2Z3,-0.043221358,-0.120997056
2,4,2,1,linear,readout,0.001,Z0,0.089489588,0.089489588
2,4,2,1,linear,readout,0.001,Z1,0.243480029,0.243480029
2,4,2,1,linear,readout,0.001,Z2,0.240344776,0.240344776
2,4,2,1,linear,readout,0.001,Z3,-0.357152107,-0.357152107
2,4,2,1,linear,readout,0.001,Z0Z1,0.322174861,0.322174861
2,4,2,1,linear,readout,0.001,Z1Z2,0.890156874,0.890156874
2,4,2,1,linear,readout,0.001,Z2Z3,-0.120997056,-0.120997056
2,4,2,1,linear,readout,0.01,Z0,0.089489588,0.089489588
2,4,2,1,linear,readout,0.01,Z1,0.243480029,0.243480029
2,4,2,1,linear,readout,0.01,Z2,0.240344776,0.240344776
2,4,2,1,linear,readout,0.01,Z3,-0.357152107,-0.357152107
2,4,2,1,linear,readout,0.01,Z0Z1,0.322174861,0.322174861
2,4,2,1,linear,readout,0.01,Z1Z2,0.890156874,0.890156874
2,4,2,1,linear,readout,0.01,Z2Z3,-0.120997056,-0.120997056
2,4,2,1,linear,readout,0.1,Z0,0.089489588,0.089489588
2,4,2,1,linear,readout,0.1,Z1,0.243480029,0.243480029
2,4,2,1,linear,readout,0.1,Z2,0.240344776,0.240344776
2,4,2,1,linear,readout,0.1,Z3,-0.357152107,-0.357152107
2,4,2,1,linear,readout,0.1,Z0Z1,0.322174861,0.322174861
2,4,2,1,linear,readout,0.1,Z1Z2,0.890156874,0.890156874
2,4,2,1,linear,readout,0.1,Z2Z3,-0.120997056,-0.120997056
3,4,2,1,linear,amplitude_damping,0.001,Z0,0.164511613,0.165115379
3,4,2,1,linear,amplitude_damping,0.001,Z1,0.006435396,0.005478802
3,4,2,1,linear,amplitude_damping,0.001,Z2,0.022931598,0.022030332
3,4,2,1,linear,amplitude_damping,0.001,Z3,0.542464107,0.542085077
3,4,2,1,linear,amplitude_damping,0.001,Z0Z1,0.033454824,0.033418512
3,4,2,1,linear,amplitude_damping,0.001,Z1Z2,-0.027265753,-0.027374307
3,4,2,1,linear,amplitude_damping,0.001,Z2Z3,0.010762458,0.010254279
3,4,2,1,linear,amplitude_damping,0.01,Z0,0.159575924,0.165115379
3,4,2,1,linear,amplitude_damping,0.01,Z1,0.015054037,0.005478802
3,4,2,1,linear,amplitude_damping,0.01,Z2,0.031049867,0.022030332
3,4,2,1,linear,amplitude_damping,0.01,Z3,0.545882488,0.542085077
3,4,2,1,linear,amplitude_damping,0.01,Z0Z1,0.033743481,0.033418512
3,4,2,1,linear,amplitude_damping,0.01,Z1Z2,-0.026218425,-0.027374307
3,4,2,1,linear,amplitude_damping,0.01,Z2Z3,0.015368764,0.010254279
3,4,2,1,linear,amplitude_damping,0.1,Z0,0.152749455,0.165115379
3,4,2,1,linear,amplitude_damping,0.1,Z1,0.102101568,0.005478802
3,4,2,1,linear,amplitude_damping,0.1,Z2,0.112913596,0.022030332
3,4,2,1,linear,amplitude_damping,0.1,Z3,0.580769859,0.542085077
3,4,2,1,linear,amplitude_damping,0.1,Z0Z1,0.037132365,0.033418512
3,4,2,1,linear,amplitude_damping,0.1,Z1Z2,-0.008604777,-0.027374307
3,4,2,1,linear,amplitude_damping,0.1,Z2Z3,0.064775321,0.010254279
3,4,2,1,linear,depolarizing,0.001,Z0,0.159497809,0.165115379
3,4,2,1,linear,depolarizing,0.001,Z1,0.005294843,0.005478802
3,4,2,1,linear,depolarizing,0.001,Z2,0.021527217,0.022030332
3,4,2,1,linear,depolarizing,0.001,Z3,0.535511116,0.542085077
3,4,2,1,linear,depolarizing,0.001,Z0Z1,0.032984702,0.033418512
3,4,2,1,linear,depolarizing,0.001,Z1Z2,-0.026447058,-0.027374307
3,4,2,1,linear,depolarizing,0.001,Z2Z3,0.010020098,0.010254279
3,4,2,1,linear,depolarizing,0.01,Z0,0.115189302,0.165115379
3,4,2,1,linear,depolarizing,0.01,Z1,0.003836665,0.005478802
3,4,2,1,linear,depolarizing,0.01,Z2,0.017314567,0.022030332
3,4,2,1,linear,depolarizing,0.01,Z3,0.477450758,0.542085077
3,4,2,1,linear,depolarizing,0.01,Z0Z1,0.029179451,0.033418512
3,4,2,1,linear,depolarizing,0.01,Z1Z2,-0.019104757,-0.027374307
3,4,2,1,linear,depolarizing,0.01,Z2Z3,0.00805927,0.010254279
3,4,2,1,linear,depolarizing,0.1,Z0,0.0348309,0.165115379
3,4,2,1,linear,depolarizing,0.1,Z1,0.001232962,0.005478802
3,4,2,1,linear,depolarizing,0.1,Z2,0.007869455,0.022030332
3,4,2,1,linear,depolarizing,0.1,Z3,0.302752988,0.542085077
3,4,2,1,linear,depolarizing,0.1,Z0Z1,0.017046619,0.033418512
3,4,2,1,linear,depolarizing,0.1,Z1Z2,-0.006060447,-0.027374307
3,4,2,1,linear,depolarizing,0.1,Z2Z3,0.003662931,0.010254279
3,4,2,1,linear,readout,0.001,Z0,0.165115379,0.165115379
3,4,2,1,linear,readout,0.001,Z1,0.005478802,0.005478802
3,4,2,1,linear,readout,0.001,Z2,0.022030332,0.022030332
3,4,2,1,linear,readout,0.001,Z3,0.542085077,0.542085077
3,4,2,1,linear,readout,0.001,Z0Z1,0.033418512,0.033418512
3,4,2,1,linear,readout,0.001,Z1Z2,-0.027374307,-0.027374307
3,4,2,1,linear,readout,0.001,Z2Z3,0.010254279,0.010254279
3,4,2,1,linear,readout,0.01,Z0,0.165115379,0.165115379
3,4,2,1,linear,readout,0.01,Z1,0.005478802,0.005478802
3,4,2,1,linear,readout,0.01,Z2,0.022030332,0.022030332
3,4,2,1,linear,readout,0.01,Z3,0.542085077,0.542085077
3,4,2,1,linear,readout,0.01,Z0Z1,0.033418512,0.033418512
3,4,2,1,linear,readout,0.01,Z1Z2,-0.027374307,-0.027374307
3,4,2,1,linear,readout,0.01,Z2Z3,0.010254279,0.010254279
3,4,2,1,linear,readout,0.1,Z0,0.165115379,0.165115379
3,4,2,1,linear,readout,0.1,Z1,0.005478802,0.005478802
3,4,2,1,linear,readout,0.1,Z2,0.022030332,0.022030332
3,4,2,1,linear,readout,0.1,Z3,0.542085077,0.542085077
3,4,2,1,linear,readout,0.1,Z0Z1,0.033418512,0.033418512
3,4,2,1,linear,readout,0.1,Z1Z2,-0.027374307,-0.027374307
3,4,2,1,linear,readout,0.1,Z2Z3,0.010254279,0.010254279
4,4,2,1,linear,amplitude_damping,0.001,Z0,0.242019646,0.240352745
4,4,2,1,linear,amplitude_damping,0.001,Z1,-0.837512469,-0.842830227
4,4,2,1,linear,amplitude_damping,0.001,Z2,-0.784488821,-0.787942306
4,4,2,1,linear,amplitude_damping,0.001,Z3,0.130235215,0.129636536
4,4,2,1,linear,amplitude_damping,0.001,Z0Z1,-0.101796273,-0.103627155
4,4,2,1,linear,amplitude_damping,0.001,Z1Z2,0.795617555,0.800480011
4,4,2,1,linear,amplitude_damping,0.001,Z2Z3,-0.123517441,-0.123110511
4,4,2,1,linear,amplitude_damping,0.01,Z0,0.256848318,0.240352745
4,4,2,1,linear,amplitude_damping,0.01,Z1,-0.790283256,-0.842830227
4,4,2,1,linear,amplitude_damping,0.01,Z2,-0.753560164,-0.787942306
4,4,2,1,linear,amplitude_damping,0.01,Z3,0.135647807,0.129636536
4,4,2,1,linear,amplitude_damping,0.01,Z0Z1,-0.085445139,-0.103627155
4,4,2,1,linear,amplitude_damping,0.01,Z1Z2,0.752913115,0.800480011
4,4,2,1,linear,amplitude_damping,0.01,Z2Z3,-0.126917885,-0.123110511
4,4,2,1,linear,amplitude_damping,0.1,Z0,0.388556135,0.240352745
4,4,2,1,linear,amplitude_damping,0.1,Z1,-0.377300226,-0.842830227
4,4,2,1,linear,amplitude_damping,0.1,Z2,-0.459365812,-0.787942306
4,4,2,1,linear,amplitude_damping,0.1,Z3,0.192196849,0.129636536
4,4,2,1,linear,amplitude_damping,0.1,Z0Z1,0.065213882,-0.103627155
4,4,2,1,linear,amplitude_damping,0.1,Z1Z2,0.421673371,0.800480011
4,4,2,1,linear,amplitude_damping,0.1,Z2Z3,-0.136255831,-0.123110511
4,4,2,1,linear,depolarizing,0.001,Z0,0.244376618,0.240352745
4,4,2,1,linear,depolarizing,0.001,Z1,-0.814531041,-0.842830227
4,4,2,1,linear,depolarizing,0.001,Z2,-0.769920078,-0.787942306
4,4,2,1,linear,depolarizing,0.001,Z3,0.128083618,0.129636536
4,4,2,1,linear,depolarizing,0.001,Z0Z1,-0.091904804,-0.103627155
4,4,2,1,linear,depolarizing,0.001,Z1Z2,0.78219916,0.800480011
4,4,2,1,linear,depolarizing,0.001,Z2Z3,-0.120294663,-0.123110511
4,4,2,1,linear,depolarizing,0.01,Z0,0.269778929,0.240352745
4,4,2,1,linear,depolarizing,0.01,Z1,-0.590212509,-0.842830227
4,4,2,1,linear,depolarizing,0.01,Z2,-0.61905426,-0.787942306
4,4,2,1,linear,depolarizing,0.01,Z3,0.114351092,0.129636536
4,4,2,1,linear,depolarizing,0.01,Z0Z1,-0.004426534,-0.103627155
4,4,2,1,linear,depolarizing,0.01,Z1Z2,0.629131013,0.800480011
4,4,2,1,linear,depolarizing,0.01,Z2Z3,-0.096722927,-0.123110511
4,4,2,1,linear,depolarizing,0.1,Z0,0.247781789,0.240352745
4,4,2,1,linear,depolarizing,0.1,Z1,-0.189672453,-0.842830227
4,4,2,1,linear,depolarizing,0.1,Z2,-0.280448059,-0.787942306
4,4,2,1,linear,depolarizing,0.1,Z3,0.073503916,0.129636536
4,4,2,1,linear,depolarizing,0.1,Z0Z1,0.098146728,-0.103627155
4,4,2,1,linear,depolarizing,0.1,Z1Z2,0.285939465,0.800480011
4,4,2,1,linear,depolarizing,0.1,Z2Z3,-0.043818061,-0.123110511
4,4,2,1,linear,readout,0.001,Z0,0.240352745,0.240352745
4,4,2,1,linear,readout,0.001,Z1,-0.842830227,-0.842830227
4,4,2,1,linear,readout,0.001,Z2,-0.787942306,-0.787942306
4,4,2,1,linear,readout,0.001,Z3,0.129636536,0.129636536
4,4,2,1,linear,readout,0.001,Z0Z1,-0.103627155,-0.103627155
4,4,2,1,linear,readout,0.001,Z1Z2,0.800480011,0.800480011
4,4,2,1,linear,readout,0.001,Z2Z3,-0.123110511,-0.123110511
4,4,2,1,linear,readout,0.01,Z0,0.240352745,0.240352745
4,4,2,1,linear,readout,0.01,Z1,-0.842830227,-0.842830227
4,4,2,1,linear,readout,0.01,Z2,-0.787942306,-0.787942306
4,4,2,1,linear,readout,0.01,Z3,0.129636536,0.129636536
4,4,2,1,linear,readout,0.01,Z0Z1,-0.103627155,-0.103627155
4,4,2,1,linear,readout,0.01,Z1Z2,0.800480011,0.800480011
4,4,2,1,linear,readout,0.01,Z2Z3,-0.123110511,-0.123110511
4,4,2,1,linear,readout,0.1,Z0,0.240352745,0.240352745
4,4,2,1,linear,readout,0.1,Z1,-0.842830227,-0.842830227
4,4,2,1,linear,readout,0.1,Z2,-0.787942306,-0.787942306
4,4,2,1,linear,readout,0.1,Z3,0.129636536,0.129636536
4,4,2,1,linear,readout,0.1,Z0Z1,-0.103627155,-0.103627155
4,4,2,1,linear,readout,0.1,Z1Z2,0.800480011,0.800480011
4,4,2,1,linear,readout,0.1,Z2Z3,-0.123110511,-0.123110511
5,4,2,1,linear,amplitude_damping,0.001,Z0,0.003234935,0.002383128
5,4,2,1,linear,amplitude_damping,0.001,Z1,0.007500955,0.006917895
5,4,2,1,linear,amplitude_damping,0.001,Z2,-0.00434431,-0.005684158
5,4,2,1,linear,amplitude_damping,0.001,Z3,0.005530697,0.004826725
5,4,2,1,linear,amplitude_damping,0.001,Z0Z1,0.178304671,0.178970876
5,4,2,1,linear,amplitude_damping,0.001,Z1Z2,-0.770623727,-0.772150678
5,4,2,1,linear,amplitude_damping,0.001,Z2Z3,-0.891106572,-0.893480198
5,4,2,1,linear,amplitude_damping,0.01,Z0,0.010925799,0.002383128
5,4,2,1,linear,amplitude_damping,0.01,Z1,0.012743354,0.006917895
5,4,2,1,linear,amplitude_damping,0.01,Z2,0.007734477,-0.005684158
5,4,2,1,linear,amplitude_damping,0.01,Z3,0.011892679,0.004826725
5,4,2,1,linear,amplitude_damping,0.01,Z0Z1,0.172414099,0.178970876
5,4,2,1,linear,amplitude_damping,0.01,Z1Z2,-0.756864088,-0.772150678
5,4,2,1,linear,amplitude_damping,0.01,Z2Z3,-0.86983096,-0.893480198
5,4,2,1,linear,amplitude_damping,0.1,Z0,0.090418394,0.002383128
5,4,2,1,linear,amplitude_damping,0.1,Z1,0.065070419,0.006917895
5,4,2,1,linear,amplitude_damping,0.1,Z2,0.130014693,-0.005684158
5,4,2,1,linear,amplitude_damping,0.1,Z3,0.078109703,0.004826725
5,4,2,1,linear,amplitude_damping,0.1,Z0Z1,0.124019293,0.178970876
5,4,2,1,linear,amplitude_damping,0.1,Z1Z2,-0.617454087,-0.772150678
5,4,2,1,linear,amplitude_damping,0.1,Z2Z3,-0.664839558,-0.893480198
5,4,2,1,linear,depolarizing,0.001,Z0,0.002300808,0.002383128
5,4,2,1,linear,depolarizing,0.001,Z1,0.006685617,0.006917895
5,4,2,1,linear,depolarizing,0.001,Z2,-0.005555763,-0.005684158
5,4,2,1,linear,depolarizing,0.001,Z3,0.004768906,0.004826725
5,4,2,1,linear,depolarizing,0.001,Z0Z1,0.177644824,0.178970876
5,4,2,1,linear,depolarizing,0.001,Z1Z2,-0.754516794,-0.772150678
5,4,2,1,linear,depolarizing,0.001,Z2Z3,-0.872277653,-0.893480198
5,4,2,1,linear,depolarizing,0.01,Z0,0.001652155,0.002383128
5,4,2,1,linear,depolarizing,0.01,Z1,0.004844426,0.006917895
5,4,2,1,linear,depolarizing,0.01,Z2,-0.004478808,-0.005684158
5,4,2,1,linear,depolarizing,0.01,Z3,0.004257606,0.004826725
5,4,2,1,linear,depolarizing,0.01,Z0Z1,0.165017918,0.178970876
5,4,2,1,linear,depolarizing,0.01,Z1Z2,-0.606865795,-0.772150678
5,4,2,1,linear,depolarizing,0.01,Z2Z3,-0.695810022,-0.893480198
5,4,2,1,linear,depolarizing,0.1,Z0,0.000482674,0.002383128
5,4,2,1,linear,depolarizing,0.1,Z1,0.001556819,0.006917895
5,4,2,1,linear,depolarizing,0.1,Z2,-0.002082196,-0.005684158
5,4,2,1,linear,depolarizing,0.1,Z3,0.002736753,0.004826725
5,4,2,1,linear,depolarizing,0.1,Z0Z1,0.108642006,0.178970876
5,4,2,1,linear,depolarizing,0.1,Z1Z2,-0.275819944,-0.772150678
